"C:\Users\Yoni Klein\PycharmProjects\ImageClassification\.venv\Scripts\python.exe" "C:\Users\Yoni Klein\PycharmProjects\ImageClassification\model_on_divided_val - 8 classes.py" 
CUDA is available
Finish creating the model
Epoch [1/30], Training Loss: 2.066545344295358
Image: ILSVRC2010_val_00006916.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00000164.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00000721.JPEG, True Label: n01695060, Predicted Label: n01664065
Image: ILSVRC2010_val_00002801.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00003075.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00005737.JPEG, True Label: n01695060, Predicted Label: n01496331
Image: ILSVRC2010_val_00001443.JPEG, True Label: n01728920, Predicted Label: n01695060
Image: ILSVRC2010_val_00001536.JPEG, True Label: n01728920, Predicted Label: n01664065
Image: ILSVRC2010_val_00003433.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00004376.JPEG, True Label: n01728920, Predicted Label: n01664065
Image: ILSVRC2010_val_00004629.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00000645.JPEG, True Label: n01770081, Predicted Label: n01675722
Image: ILSVRC2010_val_00001045.JPEG, True Label: n01770081, Predicted Label: n01695060
Image: ILSVRC2010_val_00001153.JPEG, True Label: n01770081, Predicted Label: n01770081
Image: ILSVRC2010_val_00001858.JPEG, True Label: n01770081, Predicted Label: n01685808
Image: ILSVRC2010_val_00005238.JPEG, True Label: n01770081, Predicted Label: n01770081
Validation Loss: 1.6532902419567108, Top-1 Error Rate: 41.0%, Top-5 Error Rate: 6.0%
Epoch [24/30], Training Loss: 1.4342460341919634
Image: ILSVRC2010_val_00000568.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00001674.JPEG, True Label: n01484850, Predicted Label: n01664065
Image: ILSVRC2010_val_00002060.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00002205.JPEG, True Label: n01484850, Predicted Label: n01664065
Image: ILSVRC2010_val_00002688.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00000537.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00002743.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00005163.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00005388.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00005707.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00001442.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00003246.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00007107.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00008286.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00008408.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00000809.JPEG, True Label: n01675722, Predicted Label: n01675722
Image: ILSVRC2010_val_00001330.JPEG, True Label: n01675722, Predicted Label: n01695060
Image: ILSVRC2010_val_00003095.JPEG, True Label: n01675722, Predicted Label: n01728920
Image: ILSVRC2010_val_00005441.JPEG, True Label: n01675722, Predicted Label: n01496331
Image: ILSVRC2010_val_00005916.JPEG, True Label: n01675722, Predicted Label: n01695060
Image: ILSVRC2010_val_00002594.JPEG, True Label: n01685808, Predicted Label: n01695060
Image: ILSVRC2010_val_00003097.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00003673.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00003946.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00006916.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00000164.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00000721.JPEG, True Label: n01695060, Predicted Label: n01664065
Image: ILSVRC2010_val_00002801.JPEG, True Label: n01695060, Predicted Label: n01496331
Image: ILSVRC2010_val_00003075.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00005737.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00001443.JPEG, True Label: n01728920, Predicted Label: n01695060
Image: ILSVRC2010_val_00001536.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00003433.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00004376.JPEG, True Label: n01728920, Predicted Label: n01664065
Image: ILSVRC2010_val_00004629.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00000645.JPEG, True Label: n01770081, Predicted Label: n01675722
Image: ILSVRC2010_val_00001045.JPEG, True Label: n01770081, Predicted Label: n01695060
Image: ILSVRC2010_val_00001153.JPEG, True Label: n01770081, Predicted Label: n01770081
Image: ILSVRC2010_val_00001858.JPEG, True Label: n01770081, Predicted Label: n01685808
Image: ILSVRC2010_val_00005238.JPEG, True Label: n01770081, Predicted Label: n01770081
Validation Loss: 1.637988418340683, Top-1 Error Rate: 41.25%, Top-5 Error Rate: 6.25%
Epoch [25/30], Training Loss: 1.4194725954442993
Image: ILSVRC2010_val_00000568.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00001674.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00002060.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00002205.JPEG, True Label: n01484850, Predicted Label: n01496331
Image: ILSVRC2010_val_00002688.JPEG, True Label: n01484850, Predicted Label: n01664065
Image: ILSVRC2010_val_00000537.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00002743.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00005163.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00005388.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00005707.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00001442.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00003246.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00007107.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00008286.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00008408.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00000809.JPEG, True Label: n01675722, Predicted Label: n01675722
Image: ILSVRC2010_val_00001330.JPEG, True Label: n01675722, Predicted Label: n01695060
Image: ILSVRC2010_val_00003095.JPEG, True Label: n01675722, Predicted Label: n01728920
Image: ILSVRC2010_val_00005441.JPEG, True Label: n01675722, Predicted Label: n01496331
Image: ILSVRC2010_val_00005916.JPEG, True Label: n01675722, Predicted Label: n01496331
Image: ILSVRC2010_val_00002594.JPEG, True Label: n01685808, Predicted Label: n01728920
Image: ILSVRC2010_val_00003097.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00003673.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00003946.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00006916.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00000164.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00000721.JPEG, True Label: n01695060, Predicted Label: n01496331
Image: ILSVRC2010_val_00002801.JPEG, True Label: n01695060, Predicted Label: n01496331
Image: ILSVRC2010_val_00003075.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00005737.JPEG, True Label: n01695060, Predicted Label: n01496331
Image: ILSVRC2010_val_00001443.JPEG, True Label: n01728920, Predicted Label: n01695060
Image: ILSVRC2010_val_00001536.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00003433.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00004376.JPEG, True Label: n01728920, Predicted Label: n01664065
Image: ILSVRC2010_val_00004629.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00000645.JPEG, True Label: n01770081, Predicted Label: n01675722
Image: ILSVRC2010_val_00001045.JPEG, True Label: n01770081, Predicted Label: n01664065
Image: ILSVRC2010_val_00001153.JPEG, True Label: n01770081, Predicted Label: n01770081
Image: ILSVRC2010_val_00001858.JPEG, True Label: n01770081, Predicted Label: n01770081
Image: ILSVRC2010_val_00005238.JPEG, True Label: n01770081, Predicted Label: n01770081
Validation Loss: 1.637693166732788, Top-1 Error Rate: 40.75%, Top-5 Error Rate: 5.75%
Epoch [26/30], Training Loss: 1.4098896383342887
Image: ILSVRC2010_val_00000568.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00001674.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00002060.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00002205.JPEG, True Label: n01484850, Predicted Label: n01496331
Image: ILSVRC2010_val_00002688.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00000537.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00002743.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00005163.JPEG, True Label: n01496331, Predicted Label: n01770081
Image: ILSVRC2010_val_00005388.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00005707.JPEG, True Label: n01496331, Predicted Label: n01484850
Image: ILSVRC2010_val_00001442.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00003246.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00007107.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00008286.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00008408.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00000809.JPEG, True Label: n01675722, Predicted Label: n01675722
Image: ILSVRC2010_val_00001330.JPEG, True Label: n01675722, Predicted Label: n01695060
Image: ILSVRC2010_val_00003095.JPEG, True Label: n01675722, Predicted Label: n01675722
Image: ILSVRC2010_val_00005441.JPEG, True Label: n01675722, Predicted Label: n01496331
Image: ILSVRC2010_val_00005916.JPEG, True Label: n01675722, Predicted Label: n01496331
Image: ILSVRC2010_val_00002594.JPEG, True Label: n01685808, Predicted Label: n01484850
Image: ILSVRC2010_val_00003097.JPEG, True Label: n01685808, Predicted Label: n01695060
Image: ILSVRC2010_val_00003673.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00003946.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00006916.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00000164.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00000721.JPEG, True Label: n01695060, Predicted Label: n01496331
Image: ILSVRC2010_val_00002801.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00003075.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00005737.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00001443.JPEG, True Label: n01728920, Predicted Label: n01695060
Image: ILSVRC2010_val_00001536.JPEG, True Label: n01728920, Predicted Label: n01664065
Image: ILSVRC2010_val_00003433.JPEG, True Label: n01728920, Predicted Label: n01685808
Image: ILSVRC2010_val_00004376.JPEG, True Label: n01728920, Predicted Label: n01664065
Image: ILSVRC2010_val_00004629.JPEG, True Label: n01728920, Predicted Label: n01695060
Image: ILSVRC2010_val_00000645.JPEG, True Label: n01770081, Predicted Label: n01675722
Image: ILSVRC2010_val_00001045.JPEG, True Label: n01770081, Predicted Label: n01770081
Image: ILSVRC2010_val_00001153.JPEG, True Label: n01770081, Predicted Label: n01770081
Image: ILSVRC2010_val_00001858.JPEG, True Label: n01770081, Predicted Label: n01770081
Image: ILSVRC2010_val_00005238.JPEG, True Label: n01770081, Predicted Label: n01770081
Validation Loss: 1.6378236413002014, Top-1 Error Rate: 41.5%, Top-5 Error Rate: 6.75%
Epoch [27/30], Training Loss: 1.396613679792648
Image: ILSVRC2010_val_00000568.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00001674.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00002060.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00002205.JPEG, True Label: n01484850, Predicted Label: n01496331
Image: ILSVRC2010_val_00002688.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00000537.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00002743.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00005163.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00005388.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00005707.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00001442.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00003246.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00007107.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00008286.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00008408.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00000809.JPEG, True Label: n01675722, Predicted Label: n01675722
Image: ILSVRC2010_val_00001330.JPEG, True Label: n01675722, Predicted Label: n01675722
Image: ILSVRC2010_val_00003095.JPEG, True Label: n01675722, Predicted Label: n01675722
Image: ILSVRC2010_val_00005441.JPEG, True Label: n01675722, Predicted Label: n01496331
Image: ILSVRC2010_val_00005916.JPEG, True Label: n01675722, Predicted Label: n01496331
Image: ILSVRC2010_val_00002594.JPEG, True Label: n01685808, Predicted Label: n01728920
Image: ILSVRC2010_val_00003097.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00003673.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00003946.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00006916.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00000164.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00000721.JPEG, True Label: n01695060, Predicted Label: n01496331
Image: ILSVRC2010_val_00002801.JPEG, True Label: n01695060, Predicted Label: n01496331
Image: ILSVRC2010_val_00003075.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00005737.JPEG, True Label: n01695060, Predicted Label: n01496331
Image: ILSVRC2010_val_00001443.JPEG, True Label: n01728920, Predicted Label: n01695060
Image: ILSVRC2010_val_00001536.JPEG, True Label: n01728920, Predicted Label: n01664065
Image: ILSVRC2010_val_00003433.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00004376.JPEG, True Label: n01728920, Predicted Label: n01664065
Image: ILSVRC2010_val_00004629.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00000645.JPEG, True Label: n01770081, Predicted Label: n01675722
Image: ILSVRC2010_val_00001045.JPEG, True Label: n01770081, Predicted Label: n01675722
Image: ILSVRC2010_val_00001153.JPEG, True Label: n01770081, Predicted Label: n01770081
Image: ILSVRC2010_val_00001858.JPEG, True Label: n01770081, Predicted Label: n01685808
Image: ILSVRC2010_val_00005238.JPEG, True Label: n01770081, Predicted Label: n01770081
Validation Loss: 1.6325485110282898, Top-1 Error Rate: 39.0%, Top-5 Error Rate: 4.5%
Epoch [28/30], Training Loss: 1.3874107902211354
Image: ILSVRC2010_val_00000568.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00001674.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00002060.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00002205.JPEG, True Label: n01484850, Predicted Label: n01496331
Image: ILSVRC2010_val_00002688.JPEG, True Label: n01484850, Predicted Label: n01664065
Image: ILSVRC2010_val_00000537.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00002743.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00005163.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00005388.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00005707.JPEG, True Label: n01496331, Predicted Label: n01484850
Image: ILSVRC2010_val_00001442.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00003246.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00007107.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00008286.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00008408.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00000809.JPEG, True Label: n01675722, Predicted Label: n01675722
Image: ILSVRC2010_val_00001330.JPEG, True Label: n01675722, Predicted Label: n01685808
Image: ILSVRC2010_val_00003095.JPEG, True Label: n01675722, Predicted Label: n01675722
Image: ILSVRC2010_val_00005441.JPEG, True Label: n01675722, Predicted Label: n01496331
Image: ILSVRC2010_val_00005916.JPEG, True Label: n01675722, Predicted Label: n01496331
Image: ILSVRC2010_val_00002594.JPEG, True Label: n01685808, Predicted Label: n01728920
Image: ILSVRC2010_val_00003097.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00003673.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00003946.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00006916.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00000164.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00000721.JPEG, True Label: n01695060, Predicted Label: n01496331
Image: ILSVRC2010_val_00002801.JPEG, True Label: n01695060, Predicted Label: n01496331
Image: ILSVRC2010_val_00003075.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00005737.JPEG, True Label: n01695060, Predicted Label: n01496331
Image: ILSVRC2010_val_00001443.JPEG, True Label: n01728920, Predicted Label: n01695060
Image: ILSVRC2010_val_00001536.JPEG, True Label: n01728920, Predicted Label: n01664065
Image: ILSVRC2010_val_00003433.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00004376.JPEG, True Label: n01728920, Predicted Label: n01664065
Image: ILSVRC2010_val_00004629.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00000645.JPEG, True Label: n01770081, Predicted Label: n01675722
Image: ILSVRC2010_val_00001045.JPEG, True Label: n01770081, Predicted Label: n01770081
Image: ILSVRC2010_val_00001153.JPEG, True Label: n01770081, Predicted Label: n01770081
Image: ILSVRC2010_val_00001858.JPEG, True Label: n01770081, Predicted Label: n01685808
Image: ILSVRC2010_val_00005238.JPEG, True Label: n01770081, Predicted Label: n01770081
Validation Loss: 1.624445617198944, Top-1 Error Rate: 38.24999999999999%, Top-5 Error Rate: 5.5%
Epoch [29/30], Training Loss: 1.3825035059362425
Image: ILSVRC2010_val_00000568.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00001674.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00002060.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00002205.JPEG, True Label: n01484850, Predicted Label: n01496331
Image: ILSVRC2010_val_00002688.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00000537.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00002743.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00005163.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00005388.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00005707.JPEG, True Label: n01496331, Predicted Label: n01484850
Image: ILSVRC2010_val_00001442.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00003246.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00007107.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00008286.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00008408.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00000809.JPEG, True Label: n01675722, Predicted Label: n01675722
Image: ILSVRC2010_val_00001330.JPEG, True Label: n01675722, Predicted Label: n01695060
Image: ILSVRC2010_val_00003095.JPEG, True Label: n01675722, Predicted Label: n01675722
Image: ILSVRC2010_val_00005441.JPEG, True Label: n01675722, Predicted Label: n01496331
Image: ILSVRC2010_val_00005916.JPEG, True Label: n01675722, Predicted Label: n01496331
Image: ILSVRC2010_val_00002594.JPEG, True Label: n01685808, Predicted Label: n01695060
Image: ILSVRC2010_val_00003097.JPEG, True Label: n01685808, Predicted Label: n01695060
Image: ILSVRC2010_val_00003673.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00003946.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00006916.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00000164.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00000721.JPEG, True Label: n01695060, Predicted Label: n01496331
Image: ILSVRC2010_val_00002801.JPEG, True Label: n01695060, Predicted Label: n01496331
Image: ILSVRC2010_val_00003075.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00005737.JPEG, True Label: n01695060, Predicted Label: n01496331
Image: ILSVRC2010_val_00001443.JPEG, True Label: n01728920, Predicted Label: n01695060
Image: ILSVRC2010_val_00001536.JPEG, True Label: n01728920, Predicted Label: n01664065
Image: ILSVRC2010_val_00003433.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00004376.JPEG, True Label: n01728920, Predicted Label: n01664065
Image: ILSVRC2010_val_00004629.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00000645.JPEG, True Label: n01770081, Predicted Label: n01675722
Image: ILSVRC2010_val_00001045.JPEG, True Label: n01770081, Predicted Label: n01695060
Image: ILSVRC2010_val_00001153.JPEG, True Label: n01770081, Predicted Label: n01770081
Image: ILSVRC2010_val_00001858.JPEG, True Label: n01770081, Predicted Label: n01685808
Image: ILSVRC2010_val_00005238.JPEG, True Label: n01770081, Predicted Label: n01770081
Validation Loss: 1.6458188593387604, Top-1 Error Rate: 40.0%, Top-5 Error Rate: 5.25%
Epoch [30/30], Training Loss: 1.3713390260710752
Image: ILSVRC2010_val_00000568.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00001674.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00002060.JPEG, True Label: n01484850, Predicted Label: n01484850
Image: ILSVRC2010_val_00002205.JPEG, True Label: n01484850, Predicted Label: n01664065
Image: ILSVRC2010_val_00002688.JPEG, True Label: n01484850, Predicted Label: n01664065
Image: ILSVRC2010_val_00000537.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00002743.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00005163.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00005388.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00005707.JPEG, True Label: n01496331, Predicted Label: n01496331
Image: ILSVRC2010_val_00001442.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00003246.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00007107.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00008286.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00008408.JPEG, True Label: n01664065, Predicted Label: n01664065
Image: ILSVRC2010_val_00000809.JPEG, True Label: n01675722, Predicted Label: n01675722
Image: ILSVRC2010_val_00001330.JPEG, True Label: n01675722, Predicted Label: n01770081
Image: ILSVRC2010_val_00003095.JPEG, True Label: n01675722, Predicted Label: n01675722
Image: ILSVRC2010_val_00005441.JPEG, True Label: n01675722, Predicted Label: n01496331
Image: ILSVRC2010_val_00005916.JPEG, True Label: n01675722, Predicted Label: n01496331
Image: ILSVRC2010_val_00002594.JPEG, True Label: n01685808, Predicted Label: n01728920
Image: ILSVRC2010_val_00003097.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00003673.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00003946.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00006916.JPEG, True Label: n01685808, Predicted Label: n01685808
Image: ILSVRC2010_val_00000164.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00000721.JPEG, True Label: n01695060, Predicted Label: n01664065
Image: ILSVRC2010_val_00002801.JPEG, True Label: n01695060, Predicted Label: n01496331
Image: ILSVRC2010_val_00003075.JPEG, True Label: n01695060, Predicted Label: n01695060
Image: ILSVRC2010_val_00005737.JPEG, True Label: n01695060, Predicted Label: n01496331
Image: ILSVRC2010_val_00001443.JPEG, True Label: n01728920, Predicted Label: n01695060
Image: ILSVRC2010_val_00001536.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00003433.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00004376.JPEG, True Label: n01728920, Predicted Label: n01664065
Image: ILSVRC2010_val_00004629.JPEG, True Label: n01728920, Predicted Label: n01728920
Image: ILSVRC2010_val_00000645.JPEG, True Label: n01770081, Predicted Label: n01664065
Image: ILSVRC2010_val_00001045.JPEG, True Label: n01770081, Predicted Label: n01664065
Image: ILSVRC2010_val_00001153.JPEG, True Label: n01770081, Predicted Label: n01770081
Image: ILSVRC2010_val_00001858.JPEG, True Label: n01770081, Predicted Label: n01685808
Image: ILSVRC2010_val_00005238.JPEG, True Label: n01770081, Predicted Label: n01770081
Validation Loss: 1.6362601220607758, Top-1 Error Rate: 38.0%, Top-5 Error Rate: 5.5%

Process finished with exit code 0
